Session,Match Number,Venue,Date and Time,Winning Team,First Team,Second Team,Link
2017,MATCH 56,"Arun Jaitley Stadium, Delhi","MAY, SUN 14 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 10 RUNS,Delhi Daredevils 151 (20 OV),Royal Challengers Bangalore 161/6 (20 OV ),https://www.iplt20.com/match/2017/10638
2017,MATCH 55,Pune,"MAY, SUN 14 , 4:00 pm IST",RISING PUNE SUPERGIANT WON BY 9 WICKETS,Rising Pune Supergiant 78/1 (12 OV),Punjab Kings 73 (15.5 OV ),https://www.iplt20.com/match/2017/10637
2017,MATCH 54,"Eden Gardens, Kolkata","MAY, SAT 13 , 8:00 pm IST",MUMBAI INDIANS WON BY 9 RUNS,Kolkata Knight Riders 164/8 (20 OV),Mumbai Indians 173/5 (20 OV ),https://www.iplt20.com/match/2017/10636
2017,MATCH 53,"Green Park, Kanpur","MAY, SAT 13 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 8 WICKETS,Gujarat Lions 154 (19.2 OV),Sunrisers Hyderabad 158/2 (18.1 OV ),https://www.iplt20.com/match/2017/10635
2017,MATCH 52,"Arun Jaitley Stadium, Delhi","MAY, FRI 12 , 8:00 pm IST",DELHI DAREDEVILS WON BY 7 RUNS,Delhi Daredevils 168/8 (20 OV),Rising Pune Supergiant 161/7 (20 OV ),https://www.iplt20.com/match/2017/10634
2017,MATCH 51,"Wankhede Stadium, Mumbai","MAY, THU 11 , 8:00 pm IST",PUNJAB KINGS WON BY 7 RUNS,Mumbai Indians 223/6 (20 OV),Punjab Kings 230/3 (20 OV ),https://www.iplt20.com/match/2017/10633
2017,MATCH 50,"Green Park, Kanpur","MAY, WED 10 , 8:00 pm IST",DELHI DAREDEVILS WON BY 2 WICKETS,Gujarat Lions 195/5 (20 OV),Delhi Daredevils 197/8 (19.4 OV ),https://www.iplt20.com/match/2017/10632
2017,MATCH 49,"IS Bindra Stadium, Mohali","MAY, TUE 9 , 8:00 pm IST",PUNJAB KINGS WON BY 14 RUNS,Punjab Kings 167/6 (20 OV),Kolkata Knight Riders 153/6 (20 OV ),https://www.iplt20.com/match/2017/10631
2017,MATCH 48,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, MON 8 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 7 WICKETS,Sunrisers Hyderabad 140/3 (18.2 OV),Mumbai Indians 138/7 (20 OV ),https://www.iplt20.com/match/2017/10630
2017,MATCH 47,"IS Bindra Stadium, Mohali","MAY, SUN 7 , 8:00 pm IST",GUJARAT LIONS WON BY 6 WICKETS,Punjab Kings 189/3 (20 OV),Gujarat Lions 192/4 (19.4 OV ),https://www.iplt20.com/match/2017/10629
2017,MATCH 46,"M. Chinnaswamy Stadium, Bengaluru","MAY, SUN 7 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,Royal Challengers Bangalore 158/6 (20 OV),Kolkata Knight Riders 159/4 (15.1 OV ),https://www.iplt20.com/match/2017/10628
2017,MATCH 45,"Arun Jaitley Stadium, Delhi","MAY, SAT 6 , 8:00 pm IST",MUMBAI INDIANS WON BY 146 RUNS,Delhi Daredevils 66 (13.4 OV),Mumbai Indians 212/3 (20 OV ),https://www.iplt20.com/match/2017/10627
2017,MATCH 44,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SAT 6 , 4:00 pm IST",RISING PUNE SUPERGIANT WON BY 12 RUNS,Sunrisers Hyderabad 136/9 (20 OV),Rising Pune Supergiant 148/8 (20 OV ),https://www.iplt20.com/match/2017/10626
2017,MATCH 43,"M. Chinnaswamy Stadium, Bengaluru","MAY, FRI 5 , 8:00 pm IST",PUNJAB KINGS WON BY 19 RUNS,Royal Challengers Bangalore 119 (19 OV),Punjab Kings 138/7 (20 OV ),https://www.iplt20.com/match/2017/10625
2017,MATCH 42,"Arun Jaitley Stadium, Delhi","MAY, THU 4 , 8:00 pm IST",DELHI DAREDEVILS WON BY 7 WICKETS,Delhi Daredevils 214/3 (17.3 OV),Gujarat Lions 208/7 (20 OV ),https://www.iplt20.com/match/2017/10624
2017,MATCH 41,"Eden Gardens, Kolkata","MAY, WED 3 , 8:00 pm IST",RISING PUNE SUPERGIANT WON BY 4 WICKETS,Kolkata Knight Riders 155/8 (20 OV),Rising Pune Supergiant 158/6 (19.2 OV ),https://www.iplt20.com/match/2017/10623
2017,MATCH 40,"Arun Jaitley Stadium, Delhi","MAY, TUE 2 , 8:00 pm IST",DELHI DAREDEVILS WON BY 6 WICKETS,Delhi Daredevils 189/4 (19.1 OV),Sunrisers Hyderabad 185/3 (20 OV ),https://www.iplt20.com/match/2017/10622
2017,MATCH 39,Pune,"MAY, MON 1 , 8:00 pm IST",RISING PUNE SUPERGIANT WON BY 5 WICKETS,Rising Pune Supergiant 167/5 (19.5 OV),Gujarat Lions 161 (19.5 OV ),https://www.iplt20.com/match/2017/10621
2017,MATCH 38,"Wankhede Stadium, Mumbai","MAY, MON 1 , 4:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,Mumbai Indians 165/5 (19.5 OV),Royal Challengers Bangalore 162/8 (20 OV ),https://www.iplt20.com/match/2017/10620
2017,MATCH 37,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SUN 30 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 48 RUNS,Sunrisers Hyderabad 209/3 (20 OV),Kolkata Knight Riders 161/7 (20 OV ),https://www.iplt20.com/match/2017/10619
2017,MATCH 36,"IS Bindra Stadium, Mohali","APR, SUN 30 , 4:00 pm IST",PUNJAB KINGS WON BY 10 WICKETS,Punjab Kings 68/0 (7.5 OV),Delhi Daredevils 67 (17.1 OV ),https://www.iplt20.com/match/2017/10618
2017,MATCH 35,"Saurashtra Cricket Association Stadium, Rajkot","APR, SAT 29 , 8:00 pm IST",MATCH TIED (MUMBAI INDIANS WON THE SUPER OVER),Gujarat Lions 153/9 (20 OV),Mumbai Indians 153 (20 OV ),https://www.iplt20.com/match/2017/10617
2017,MATCH 34,Pune,"APR, SAT 29 , 4:00 pm IST",RISING PUNE SUPERGIANT WON BY 61 RUNS,Rising Pune Supergiant 157/3 (20 OV),Royal Challengers Bangalore 96/9 (20 OV ),https://www.iplt20.com/match/2017/10616
2017,MATCH 33,"IS Bindra Stadium, Mohali","APR, FRI 28 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 26 RUNS,Punjab Kings 181/9 (20 OV),Sunrisers Hyderabad 207/3 (20 OV ),https://www.iplt20.com/match/2017/10615
2017,MATCH 32,"Eden Gardens, Kolkata","APR, FRI 28 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,Kolkata Knight Riders 161/3 (16.2 OV),Delhi Daredevils 160/6 (20 OV ),https://www.iplt20.com/match/2017/10614
2017,MATCH 31,"M. Chinnaswamy Stadium, Bengaluru","APR, THU 27 , 8:00 pm IST",GUJARAT LIONS WON BY 7 WICKETS,Royal Challengers Bangalore 134 (20 OV),Gujarat Lions 135/3 (13.5 OV ),https://www.iplt20.com/match/2017/10613
2017,MATCH 30,Pune,"APR, WED 26 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,Rising Pune Supergiant 182/5 (20 OV),Kolkata Knight Riders 184/3 (18.1 OV ),https://www.iplt20.com/match/2017/10612
2017,MATCH 29,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 25 , 8:00 pm IST",MATCH ABANDONED WITHOUT A BALL BOWLED,Royal Challengers Bangalore,Sunrisers Hyderabad,https://www.iplt20.com/match/2017/10611
2017,MATCH 28,"Wankhede Stadium, Mumbai","APR, MON 24 , 8:00 pm IST",RISING PUNE SUPERGIANT WON BY 3 RUNS,Mumbai Indians 157/8 (20 OV),Rising Pune Supergiant 160/6 (20 OV ),https://www.iplt20.com/match/2017/10610
2017,MATCH 27,"Eden Gardens, Kolkata","APR, SUN 23 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 82 RUNS,Kolkata Knight Riders 131 (19.3 OV),Royal Challengers Bangalore 49 (9.4 OV ),https://www.iplt20.com/match/2017/10609
2017,MATCH 26,"Saurashtra Cricket Association Stadium, Rajkot","APR, SUN 23 , 4:00 pm IST",PUNJAB KINGS WON BY 26 RUNS,Gujarat Lions 162/7 (20 OV),Punjab Kings 188/7 (20 OV ),https://www.iplt20.com/match/2017/10608
2017,MATCH 25,"Wankhede Stadium, Mumbai","APR, SAT 22 , 8:00 pm IST",MUMBAI INDIANS WON BY 14 RUNS,Mumbai Indians 142/8 (20 OV),Delhi Daredevils 128/7 (20 OV ),https://www.iplt20.com/match/2017/10607
2017,MATCH 24,Pune,"APR, SAT 22 , 4:00 pm IST",RISING PUNE SUPERGIANT WON BY 6 WICKETS,Rising Pune Supergiant 179/4 (20 OV),Sunrisers Hyderabad 176/3 (20 OV ),https://www.iplt20.com/match/2017/10606
2017,MATCH 23,"Eden Gardens, Kolkata","APR, FRI 21 , 8:00 pm IST",GUJARAT LIONS WON BY 4 WICKETS,Kolkata Knight Riders 187/5 (20 OV),Gujarat Lions 188/6 (18.2 OV ),https://www.iplt20.com/match/2017/10605
2017,MATCH 22,"Holkar Cricket Stadium, Indore","APR, THU 20 , 8:00 pm IST",MUMBAI INDIANS WON BY 8 WICKETS,Punjab Kings 198/4 (20 OV),Mumbai Indians 199/2 (15.3 OV ),https://www.iplt20.com/match/2017/10604
2017,MATCH 21,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, WED 19 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 15 RUNS,Sunrisers Hyderabad 191/4 (20 OV),Delhi Daredevils 176/5 (20 OV ),https://www.iplt20.com/match/2017/10603
2017,MATCH 20,"Saurashtra Cricket Association Stadium, Rajkot","APR, TUE 18 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 21 RUNS,Gujarat Lions 192/7 (20 OV),Royal Challengers Bangalore 213/2 (20 OV ),https://www.iplt20.com/match/2017/10602
2017,MATCH 19,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, MON 17 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 RUNS,Sunrisers Hyderabad 159/6 (20 OV),Punjab Kings 154 (19.4 OV ),https://www.iplt20.com/match/2017/10601
2017,MATCH 18,"Arun Jaitley Stadium, Delhi","APR, MON 17 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 4 WICKETS,Delhi Daredevils 168/7 (20 OV),Kolkata Knight Riders 169/6 (19.5 OV ),https://www.iplt20.com/match/2017/10600
2017,MATCH 17,"M. Chinnaswamy Stadium, Bengaluru","APR, SUN 16 , 8:00 pm IST",RISING PUNE SUPERGIANT WON BY 27 RUNS,Royal Challengers Bangalore 134/9 (20 OV),Rising Pune Supergiant 161/8 (20 OV ),https://www.iplt20.com/match/2017/10599
2017,MATCH 16,"Wankhede Stadium, Mumbai","APR, SUN 16 , 4:00 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,Mumbai Indians 177/4 (19.3 OV),Gujarat Lions 176/4 (20 OV ),https://www.iplt20.com/match/2017/10598
2017,MATCH 15,"Arun Jaitley Stadium, Delhi","APR, SAT 15 , 8:00 pm IST",DELHI DAREDEVILS WON BY 51 RUNS,Delhi Daredevils 188/6 (20 OV),Punjab Kings 137/9 (20 OV ),https://www.iplt20.com/match/2017/10597
2017,MATCH 14,"Eden Gardens, Kolkata","APR, SAT 15 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 17 RUNS,Kolkata Knight Riders 172/6 (20 OV),Sunrisers Hyderabad 155/6 (20 OV ),https://www.iplt20.com/match/2017/10596
2017,MATCH 13,"Saurashtra Cricket Association Stadium, Rajkot","APR, FRI 14 , 8:00 pm IST",GUJARAT LIONS WON BY 7 WICKETS,Gujarat Lions 172/3 (18 OV),Rising Pune Supergiant 171/8 (20 OV ),https://www.iplt20.com/match/2017/10595
2017,MATCH 12,"M. Chinnaswamy Stadium, Bengaluru","APR, FRI 14 , 4:00 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,Royal Challengers Bangalore 142/5 (20 OV),Mumbai Indians 145/6 (18.5 OV ),https://www.iplt20.com/match/2017/10594
2017,MATCH 11,"Eden Gardens, Kolkata","APR, THU 13 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,Kolkata Knight Riders 171/2 (16.3 OV),Punjab Kings 170/9 (20 OV ),https://www.iplt20.com/match/2017/10593
2017,MATCH 10,"Wankhede Stadium, Mumbai","APR, WED 12 , 8:00 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,Mumbai Indians 159/6 (18.4 OV),Sunrisers Hyderabad 158/8 (20 OV ),https://www.iplt20.com/match/2017/10592
2017,MATCH 9,Pune,"APR, TUE 11 , 8:00 pm IST",DELHI DAREDEVILS WON BY 97 RUNS,Rising Pune Supergiant 108 (16.1 OV),Delhi Daredevils 205/4 (20 OV ),https://www.iplt20.com/match/2017/10591
2017,MATCH 8,"Holkar Cricket Stadium, Indore","APR, MON 10 , 8:00 pm IST",PUNJAB KINGS WON BY 8 WICKETS,Punjab Kings 150/2 (14.3 OV),Royal Challengers Bangalore 148/4 (20 OV ),https://www.iplt20.com/match/2017/10590
2017,MATCH 7,"Wankhede Stadium, Mumbai","APR, SUN 9 , 8:00 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,Mumbai Indians 180/6 (19.5 OV),Kolkata Knight Riders 178/7 (20 OV ),https://www.iplt20.com/match/2017/10589
2017,MATCH 6,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SUN 9 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 9 WICKETS,Sunrisers Hyderabad 140/1 (15.3 OV),Gujarat Lions 135/7 (20 OV ),https://www.iplt20.com/match/2017/10588
2017,MATCH 5,"M. Chinnaswamy Stadium, Bengaluru","APR, SAT 8 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 15 RUNS,Royal Challengers Bangalore 157/8 (20 OV),Delhi Daredevils 142/9 (20 OV ),https://www.iplt20.com/match/2017/10587
2017,MATCH 4,"Holkar Cricket Stadium, Indore","APR, SAT 8 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,Punjab Kings 164/4 (19 OV),Rising Pune Supergiant 163/6 (20 OV ),https://www.iplt20.com/match/2017/10586
2017,MATCH 3,"Saurashtra Cricket Association Stadium, Rajkot","APR, FRI 7 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 10 WICKETS,Gujarat Lions 183/4 (20 OV),Kolkata Knight Riders 184/0 (14.5 OV ),https://www.iplt20.com/match/2017/10585
2017,MATCH 2,Pune,"APR, THU 6 , 8:00 pm IST",RISING PUNE SUPERGIANT WON BY 7 WICKETS,Rising Pune Supergiant 187/3 (19.5 OV),Mumbai Indians 184/8 (20 OV ),https://www.iplt20.com/match/2017/10584
2017,MATCH 1,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, WED 5 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 35 RUNS,Sunrisers Hyderabad 207/4 (20 OV),Royal Challengers Bangalore 172 (19.4 OV ),https://www.iplt20.com/match/2017/10583
2018,MATCH 60,"Wankhede Stadium, Mumbai","MAY, SUN 27 , 7:00 pm IST",CHENNAI SUPER KINGS WON BY 8 WICKETS,Chennai Super Kings 181/2 (18.3 OV),Sunrisers Hyderabad 178/6 (20 OV ),https://www.iplt20.com/match/2018/10703
2018,MATCH 59,"Eden Gardens, Kolkata","MAY, FRI 25 , 7:00 pm IST",SUNRISERS HYDERABAD WON BY 14 RUNS,Sunrisers Hyderabad 174/7 (20 OV),Kolkata Knight Riders 160/9 (20 OV ),https://www.iplt20.com/match/2018/10702
2018,MATCH 58,"Eden Gardens, Kolkata","MAY, WED 23 , 7:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 25 RUNS,Kolkata Knight Riders 169/7 (20 OV),Rajasthan Royals 144/4 (20 OV ),https://www.iplt20.com/match/2018/10701
2018,MATCH 57,"Wankhede Stadium, Mumbai","MAY, TUE 22 , 7:00 pm IST",CHENNAI SUPER KINGS WON BY 2 WICKETS,Sunrisers Hyderabad 139/7 (20 OV),Chennai Super Kings 140/8 (19.1 OV ),https://www.iplt20.com/match/2018/10699
2018,MATCH 56,Pune,"MAY, SUN 20 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,Chennai Super Kings 159/5 (19.1 OV),Punjab Kings 153 (19.4 OV ),https://www.iplt20.com/match/2018/10698
2018,MATCH 55,"Arun Jaitley Stadium, Delhi","MAY, SUN 20 , 4:00 pm IST",DELHI DAREDEVILS WON BY 11 RUNS,Delhi Daredevils 174/4 (20 OV),Mumbai Indians 163 (19.3 OV ),https://www.iplt20.com/match/2018/10697
2018,MATCH 54,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SAT 19 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,Sunrisers Hyderabad 172/9 (20 OV),Kolkata Knight Riders 173/5 (19.4 OV ),https://www.iplt20.com/match/2018/10696
2018,MATCH 53,"Sawai Mansingh Stadium, Jaipur","MAY, SAT 19 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 30 RUNS,Rajasthan Royals 164/5 (20 OV),Royal Challengers Bangalore 134 (19.2 OV ),https://www.iplt20.com/match/2018/10695
2018,MATCH 52,"Arun Jaitley Stadium, Delhi","MAY, FRI 18 , 8:00 pm IST",DELHI DAREDEVILS WON BY 34 RUNS,Delhi Daredevils 162/5 (20 OV),Chennai Super Kings 128/6 (20 OV ),https://www.iplt20.com/match/2018/10694
2018,MATCH 51,"M. Chinnaswamy Stadium, Bengaluru","MAY, THU 17 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 14 RUNS,Royal Challengers Bangalore 218/6 (20 OV),Sunrisers Hyderabad 204/3 (20 OV ),https://www.iplt20.com/match/2018/10693
2018,MATCH 50,"Wankhede Stadium, Mumbai","MAY, WED 16 , 8:00 pm IST",MUMBAI INDIANS WON BY 3 RUNS,Mumbai Indians 186/8 (20 OV),Punjab Kings 183/5 (20 OV ),https://www.iplt20.com/match/2018/10692
2018,MATCH 49,"Eden Gardens, Kolkata","MAY, TUE 15 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,Kolkata Knight Riders 145/4 (18 OV),Rajasthan Royals 142 (19 OV ),https://www.iplt20.com/match/2018/10691
2018,MATCH 48,"Holkar Cricket Stadium, Indore","MAY, MON 14 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 10 WICKETS,Punjab Kings 88 (15.1 OV),Royal Challengers Bangalore 92/0 (8.1 OV ),https://www.iplt20.com/match/2018/10690
2018,MATCH 47,"Wankhede Stadium, Mumbai","MAY, SUN 13 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 7 WICKETS,Mumbai Indians 168/6 (20 OV),Rajasthan Royals 171/3 (18 OV ),https://www.iplt20.com/match/2018/10689
2018,MATCH 46,Pune,"MAY, SUN 13 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 8 WICKETS,Chennai Super Kings 180/2 (19 OV),Sunrisers Hyderabad 179/4 (20 OV ),https://www.iplt20.com/match/2018/10688
2018,MATCH 45,"Arun Jaitley Stadium, Delhi","MAY, SAT 12 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 5 WICKETS,Delhi Daredevils 181/4 (20 OV),Royal Challengers Bangalore 187/5 (19 OV ),https://www.iplt20.com/match/2018/10687
2018,MATCH 44,"Holkar Cricket Stadium, Indore","MAY, SAT 12 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 31 RUNS,Punjab Kings 214/8 (20 OV),Kolkata Knight Riders 245/6 (20 OV ),https://www.iplt20.com/match/2018/10686
2018,MATCH 43,"Sawai Mansingh Stadium, Jaipur","MAY, FRI 11 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 4 WICKETS,Rajasthan Royals 177/6 (19.5 OV),Chennai Super Kings 176/4 (20 OV ),https://www.iplt20.com/match/2018/10685
2018,MATCH 42,"Arun Jaitley Stadium, Delhi","MAY, THU 10 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 9 WICKETS,Delhi Daredevils 187/5 (20 OV),Sunrisers Hyderabad 191/1 (18.5 OV ),https://www.iplt20.com/match/2018/10684
2018,MATCH 41,"Eden Gardens, Kolkata","MAY, WED 9 , 8:00 pm IST",MUMBAI INDIANS WON BY 102 RUNS,Kolkata Knight Riders 108 (18.1 OV),Mumbai Indians 210/6 (20 OV ),https://www.iplt20.com/match/2018/10683
2018,MATCH 40,"Sawai Mansingh Stadium, Jaipur","MAY, TUE 8 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 15 RUNS,Rajasthan Royals 158/8 (20 OV),Punjab Kings 143/7 (20 OV ),https://www.iplt20.com/match/2018/10682
2018,MATCH 39,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, MON 7 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 RUNS,Sunrisers Hyderabad 146 (20 OV),Royal Challengers Bangalore 141/6 (20 OV ),https://www.iplt20.com/match/2018/10681
2018,MATCH 38,"Holkar Cricket Stadium, Indore","MAY, SUN 6 , 8:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,Punjab Kings 155/4 (18.4 OV),Rajasthan Royals 152/9 (20 OV ),https://www.iplt20.com/match/2018/10680
2018,MATCH 37,"Wankhede Stadium, Mumbai","MAY, SUN 6 , 4:00 pm IST",MUMBAI INDIANS WON BY 13 RUNS,Mumbai Indians 181/4 (20 OV),Kolkata Knight Riders 168/6 (20 OV ),https://www.iplt20.com/match/2018/10679
2018,MATCH 36,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SAT 5 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 7 WICKETS,Sunrisers Hyderabad 164/3 (19.5 OV),Delhi Daredevils 163/5 (20 OV ),https://www.iplt20.com/match/2018/10678
2018,MATCH 35,Pune,"MAY, SAT 5 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,Chennai Super Kings 128/4 (18 OV),Royal Challengers Bangalore 127/9 (20 OV ),https://www.iplt20.com/match/2018/10677
2018,MATCH 34,"Holkar Cricket Stadium, Indore","MAY, FRI 4 , 8:00 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,Punjab Kings 174/6 (20 OV),Mumbai Indians 176/4 (19 OV ),https://www.iplt20.com/match/2018/10676
2018,MATCH 33,"Eden Gardens, Kolkata","MAY, THU 3 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,Kolkata Knight Riders 180/4 (17.4 OV),Chennai Super Kings 177/5 (20 OV ),https://www.iplt20.com/match/2018/10675
2018,MATCH 32,"Arun Jaitley Stadium, Delhi","MAY, WED 2 , 8:00 pm IST",DELHI DAREDEVILS WON BY 4 RUNS (DLS METHOD),Delhi Daredevils 196/6 (17.1 OV),Rajasthan Royals 146/5 (12 OV ),https://www.iplt20.com/match/2018/10674
2018,MATCH 31,"M. Chinnaswamy Stadium, Bengaluru","MAY, TUE 1 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 14 RUNS,Royal Challengers Bangalore 167/7 (20 OV),Mumbai Indians 153/7 (20 OV ),https://www.iplt20.com/match/2018/10673
2018,MATCH 30,Pune,"APR, MON 30 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 13 RUNS,Chennai Super Kings 211/4 (20 OV),Delhi Daredevils 198/5 (20 OV ),https://www.iplt20.com/match/2018/10672
2018,MATCH 29,"M. Chinnaswamy Stadium, Bengaluru","APR, SUN 29 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,Royal Challengers Bangalore 175/4 (20 OV),Kolkata Knight Riders 176/4 (19.1 OV ),https://www.iplt20.com/match/2018/10671
2018,MATCH 28,"Sawai Mansingh Stadium, Jaipur","APR, SUN 29 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 11 RUNS,Rajasthan Royals 140/6 (20 OV),Sunrisers Hyderabad 151/7 (20 OV ),https://www.iplt20.com/match/2018/10670
2018,MATCH 27,Pune,"APR, SAT 28 , 8:00 pm IST",MUMBAI INDIANS WON BY 8 WICKETS,Chennai Super Kings 169/5 (20 OV),Mumbai Indians 170/2 (19.4 OV ),https://www.iplt20.com/match/2018/10669
2018,MATCH 26,"Arun Jaitley Stadium, Delhi","APR, FRI 27 , 8:00 pm IST",DELHI DAREDEVILS WON BY 55 RUNS,Delhi Daredevils 219/4 (20 OV),Kolkata Knight Riders 164/9 (20 OV ),https://www.iplt20.com/match/2018/10668
2018,MATCH 25,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, THU 26 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 13 RUNS,Sunrisers Hyderabad 132/6 (20 OV),Punjab Kings 119 (19.2 OV ),https://www.iplt20.com/match/2018/10667
2018,MATCH 24,"M. Chinnaswamy Stadium, Bengaluru","APR, WED 25 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,Royal Challengers Bangalore 205/8 (20 OV),Chennai Super Kings 207/5 (19.4 OV ),https://www.iplt20.com/match/2018/10666
2018,MATCH 23,"Wankhede Stadium, Mumbai","APR, TUE 24 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 31 RUNS,Mumbai Indians 87 (18.5 OV),Sunrisers Hyderabad 118 (18.4 OV ),https://www.iplt20.com/match/2018/10665
2018,MATCH 22,"Arun Jaitley Stadium, Delhi","APR, MON 23 , 8:00 pm IST",PUNJAB KINGS WON BY 4 RUNS,Delhi Daredevils 139/8 (20 OV),Punjab Kings 143/8 (20 OV ),https://www.iplt20.com/match/2018/10664
2018,MATCH 21,"Sawai Mansingh Stadium, Jaipur","APR, SUN 22 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 3 WICKETS,Rajasthan Royals 168/7 (19.4 OV),Mumbai Indians 167/7 (20 OV ),https://www.iplt20.com/match/2018/10663
2018,MATCH 20,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SUN 22 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 4 RUNS,Sunrisers Hyderabad 178/6 (20 OV),Chennai Super Kings 182/3 (20 OV ),https://www.iplt20.com/match/2018/10662
2018,MATCH 19,"M. Chinnaswamy Stadium, Bengaluru","APR, SAT 21 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 6 WICKETS,Royal Challengers Bangalore 176/4 (18 OV),Delhi Daredevils 174/5 (20 OV ),https://www.iplt20.com/match/2018/10661
2018,MATCH 18,"Eden Gardens, Kolkata","APR, SAT 21 , 4:00 pm IST",KINGS XI PUNJAB WON BY 9 WICKETS (DLS METHOD),Kolkata Knight Riders 191/7 (20 OV),Punjab Kings 126/1 (11.1 OV ),https://www.iplt20.com/match/2018/10660
2018,MATCH 17,Pune,"APR, FRI 20 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 64 RUNS,Chennai Super Kings 204/5 (20 OV),Rajasthan Royals 140 (18.3 OV ),https://www.iplt20.com/match/2018/10659
2018,MATCH 16,"IS Bindra Stadium, Mohali","APR, THU 19 , 8:00 pm IST",PUNJAB KINGS WON BY 15 RUNS,Punjab Kings 193/3 (20 OV),Sunrisers Hyderabad 178/4 (20 OV ),https://www.iplt20.com/match/2018/10658
